type	title	slug	slugZh	en_path	zh_path	flags	en_url	zh_url
portfolioEntry	Jackery Explorer 5000 Plus – Whole-Home Backup Power	jackery-explorer-5000-plus-whole-home-backup-power	jackery-explorer-5000-plus-全屋备用电源	/portfolio/jackery-explorer-5000-plus-whole-home-backup-power	/zh/投资组合/jackery-explorer-5000-plus-全屋备用电源		https://vantage.pictures/portfolio/jackery-explorer-5000-plus-whole-home-backup-power	https://vantage.pictures/zh/投资组合/jackery-explorer-5000-plus-全屋备用电源
portfolioEntry	Lay's Max Mới – Max Uốn Lượn, Giòn Cực Đã	lays-max	乐事-max	/portfolio/lays-max	/zh/投资组合/乐事-max		https://vantage.pictures/portfolio/lays-max	https://vantage.pictures/zh/投资组合/乐事-max
portfolioEntry	Mammotion – Let LUBA 2 Do It	mammotion-let-luba-2-do-it	库犸科技-让-luba-2-来完成	/portfolio/mammotion-let-luba-2-do-it	/zh/投资组合/库犸科技-让-luba-2-来完成		https://vantage.pictures/portfolio/mammotion-let-luba-2-do-it	https://vantage.pictures/zh/投资组合/库犸科技-让-luba-2-来完成
portfolioEntry	Mammotion LUBA 2 AWD – Perimeter-Wire-Free Robot Lawn Mower	mammotion-luba-2-awd-perimeter-wire-free-robot-lawn-mower	库犸科技-luba-2-awd-无周界电线机器人割草机	/portfolio/mammotion-luba-2-awd-perimeter-wire-free-robot-lawn-mower	/zh/投资组合/库犸科技-luba-2-awd-无周界电线机器人割草机		https://vantage.pictures/portfolio/mammotion-luba-2-awd-perimeter-wire-free-robot-lawn-mower	https://vantage.pictures/zh/投资组合/库犸科技-luba-2-awd-无周界电线机器人割草机
portfolioEntry	Mammotion – LUBA 3 AWD	mammotion-luba-3-awd	mammotion-luba-3-awd	/portfolio/mammotion-luba-3-awd	/zh/投资组合/mammotion-luba-3-awd		https://vantage.pictures/portfolio/mammotion-luba-3-awd	https://vantage.pictures/zh/投资组合/mammotion-luba-3-awd
portfolioEntry	Mammotion Luba – Automated Robot Lawn Mower	mammotion-luba-automated-robot-lawn-mower	库犸科技-luba-自动化机器人割草机	/portfolio/mammotion-luba-automated-robot-lawn-mower	/zh/投资组合/库犸科技-luba-自动化机器人割草机		https://vantage.pictures/portfolio/mammotion-luba-automated-robot-lawn-mower	https://vantage.pictures/zh/投资组合/库犸科技-luba-自动化机器人割草机
portfolioEntry	Mammotion LUBA Mini AWD – Compact, Powerful & Ready to Conquer Your Lawn	mammotion-luba-mini-awd-compact-powerful-ready-to-conquer-your-lawn	mammotion-luba-mini-awd-小巧强劲-征服你的草坪	/portfolio/mammotion-luba-mini-awd-compact-powerful-ready-to-conquer-your-lawn	/zh/投资组合/mammotion-luba-mini-awd-小巧强劲-征服你的草坪		https://vantage.pictures/portfolio/mammotion-luba-mini-awd-compact-powerful-ready-to-conquer-your-lawn	https://vantage.pictures/zh/投资组合/mammotion-luba-mini-awd-小巧强劲-征服你的草坪
portfolioEntry	Mammotion YUKA	mammotion-yuka	库犸科技-yuka	/portfolio/mammotion-yuka	/zh/投资组合/库犸科技-yuka		https://vantage.pictures/portfolio/mammotion-yuka	https://vantage.pictures/zh/投资组合/库犸科技-yuka
portfolioEntry	Mammotion – YUKA Mini 2	mammotion-yuka-mini-2	mammotion-yuka-mini-2	/portfolio/mammotion-yuka-mini-2	/zh/投资组合/mammotion-yuka-mini-2		https://vantage.pictures/portfolio/mammotion-yuka-mini-2	https://vantage.pictures/zh/投资组合/mammotion-yuka-mini-2
portfolioEntry	Mammotion YUKA Mini – Effortless Lawn Care, Redefined	mammotion-yuka-mini-effortless-lawn-care-redefined	库犸科技-yuka-mini-轻松重新定义您的草坪养护	/portfolio/mammotion-yuka-mini-effortless-lawn-care-redefined	/zh/投资组合/库犸科技-yuka-mini-轻松重新定义您的草坪养护		https://vantage.pictures/portfolio/mammotion-yuka-mini-effortless-lawn-care-redefined	https://vantage.pictures/zh/投资组合/库犸科技-yuka-mini-轻松重新定义您的草坪养护
portfolioEntry	DJI – Mavic Mini	mavic-mini	大疆-mavic-mini	/portfolio/mavic-mini	/zh/投资组合/大疆-mavic-mini		https://vantage.pictures/portfolio/mavic-mini	https://vantage.pictures/zh/投资组合/大疆-mavic-mini
portfolioEntry	DJI – Mavic Travel Tips	mavic-travel-tips	大疆-mavic-旅行贴士	/portfolio/mavic-travel-tips	/zh/投资组合/大疆-mavic-旅行贴士		https://vantage.pictures/portfolio/mavic-travel-tips	https://vantage.pictures/zh/投资组合/大疆-mavic-旅行贴士
portfolioEntry	MEXC – 7th Anniversary	mexc-7th-anniversary	mexc-7周年庆	/portfolio/mexc-7th-anniversary	/zh/投资组合/mexc-7周年庆		https://vantage.pictures/portfolio/mexc-7th-anniversary	https://vantage.pictures/zh/投资组合/mexc-7周年庆
portfolioEntry	Moprobo One-Go – Say Goodbye to the Vacuum	moprobo-one-go-say-goodbye-to-the-vacuum	moprobo-one-go-告别吸尘器	/portfolio/moprobo-one-go-say-goodbye-to-the-vacuum	/zh/投资组合/moprobo-one-go-告别吸尘器		https://vantage.pictures/portfolio/moprobo-one-go-say-goodbye-to-the-vacuum	https://vantage.pictures/zh/投资组合/moprobo-one-go-告别吸尘器
portfolioEntry	MSI – 120Hz PerfectEdge Monitor	msi-120hz-perfectedge-monitor	msi-120hz-perfectedge-显示器	/portfolio/msi-120hz-perfectedge-monitor	/zh/投资组合/msi-120hz-perfectedge-显示器		https://vantage.pictures/portfolio/msi-120hz-perfectedge-monitor	https://vantage.pictures/zh/投资组合/msi-120hz-perfectedge-显示器
portfolioEntry	MSI Business – Elevate Everyday Work	msi-business-elevate-everyday-work	msi-商務-提升日常工作	/portfolio/msi-business-elevate-everyday-work	/zh/投资组合/msi-商務-提升日常工作		https://vantage.pictures/portfolio/msi-business-elevate-everyday-work	https://vantage.pictures/zh/投资组合/msi-商務-提升日常工作
portfolioEntry	Mutosi – Nước Khoẻ Chuẩn Nhật	mutosi	突变	/portfolio/mutosi	/zh/投资组合/突变		https://vantage.pictures/portfolio/mutosi	https://vantage.pictures/zh/投资组合/突变
portfolioEntry	Old Spice – Thơm Gỗ Đàn Hương Nam Tính	old-spice-shampoo	old-spice-檀香	/portfolio/old-spice-shampoo	/zh/投资组合/old-spice-檀香		https://vantage.pictures/portfolio/old-spice-shampoo	https://vantage.pictures/zh/投资组合/old-spice-檀香
portfolioEntry	OnePlus 12 – Chasing Luna	oneplus-12-chasing-luna	一加-12-追逐月球	/portfolio/oneplus-12-chasing-luna	/zh/投资组合/一加-12-追逐月球		https://vantage.pictures/portfolio/oneplus-12-chasing-luna	https://vantage.pictures/zh/投资组合/一加-12-追逐月球
portfolioEntry	OnePlus 10T – Fast & Smooth	oneplus-fast-smooth	一加-10t-快速流畅	/portfolio/oneplus-fast-smooth	/zh/投资组合/一加-10t-快速流畅		https://vantage.pictures/portfolio/oneplus-fast-smooth	https://vantage.pictures/zh/投资组合/一加-10t-快速流畅
portfolioEntry	OnePlus – Make the Moment with Mohan Dravid	oneplus-make-the-moment-with-mohan-dravid	oneplus-与莫汉-德拉维德一起创造精彩瞬间	/portfolio/oneplus-make-the-moment-with-mohan-dravid	/zh/投资组合/oneplus-与莫汉-德拉维德一起创造精彩瞬间		https://vantage.pictures/portfolio/oneplus-make-the-moment-with-mohan-dravid	https://vantage.pictures/zh/投资组合/oneplus-与莫汉-德拉维德一起创造精彩瞬间
portfolioEntry	OnePlus – Meet the OnePlus 8T	oneplus-meet-8t	一加-认识一加-8t	/portfolio/oneplus-meet-8t	/zh/投资组合/一加-认识一加-8t		https://vantage.pictures/portfolio/oneplus-meet-8t	https://vantage.pictures/zh/投资组合/一加-认识一加-8t
portfolioEntry	OnePlus Pad 3 – Masterful By Every Measure	oneplus-pad-3-masterful-by-every-measure	一加平板-3-全面掌控	/portfolio/oneplus-pad-3-masterful-by-every-measure	/zh/投资组合/一加平板-3-全面掌控		https://vantage.pictures/portfolio/oneplus-pad-3-masterful-by-every-measure	https://vantage.pictures/zh/投资组合/一加平板-3-全面掌控
portfolioEntry	OnePlus Y-Series TV – Smarter TV, Smarter Choice	oneplus-y-series-tv	oneplus-y-系列电视-更智能的电视-更明智的选择	/portfolio/oneplus-y-series-tv	/zh/投资组合/oneplus-y-系列电视-更智能的电视-更明智的选择		https://vantage.pictures/portfolio/oneplus-y-series-tv	https://vantage.pictures/zh/投资组合/oneplus-y-系列电视-更智能的电视-更明智的选择
portfolioEntry	OPPO Find X5 Pro – Master Workshop with Ben Thomas	oppo-find-x5-pro-master-workshop-with-ben-thomas	oppo-find-x5-pro-本-托马斯大师工坊	/portfolio/oppo-find-x5-pro-master-workshop-with-ben-thomas	/zh/投资组合/oppo-find-x5-pro-本-托马斯大师工坊		https://vantage.pictures/portfolio/oppo-find-x5-pro-master-workshop-with-ben-thomas	https://vantage.pictures/zh/投资组合/oppo-find-x5-pro-本-托马斯大师工坊
portfolioEntry	Oppo - Reno 6 Pro 5G	oppo-reno-6-pro-5g	oppo-reno-6-pro-5g	/portfolio/oppo-reno-6-pro-5g	/zh/投资组合/oppo-reno-6-pro-5g		https://vantage.pictures/portfolio/oppo-reno-6-pro-5g	https://vantage.pictures/zh/投资组合/oppo-reno-6-pro-5g
portfolioEntry	Oppo Reno 7 Pro – Unlimited Mom, in Portrait	oppo-reno-7-pro-unlimited-mom-in-portrait	oppo-reno-7-pro-无限妈妈-人像模式	/portfolio/oppo-reno-7-pro-unlimited-mom-in-portrait	/zh/投资组合/oppo-reno-7-pro-无限妈妈-人像模式		https://vantage.pictures/portfolio/oppo-reno-7-pro-unlimited-mom-in-portrait	https://vantage.pictures/zh/投资组合/oppo-reno-7-pro-无限妈妈-人像模式
portfolioEntry	OPPO Reno10 Pro+ 5G	oppo-reno10-pro-5g	oppo-reno10-pro-5g	/portfolio/oppo-reno10-pro-5g	/zh/投资组合/oppo-reno10-pro-5g		https://vantage.pictures/portfolio/oppo-reno10-pro-5g	https://vantage.pictures/zh/投资组合/oppo-reno10-pro-5g
portfolioEntry	Petkit – Say Hello to Purobot Ultra	petkit-say-hello-to-purobot-ultra	小佩-向普罗博特ultra问好	/portfolio/petkit-say-hello-to-purobot-ultra	/zh/投资组合/小佩-向普罗博特ultra问好		https://vantage.pictures/portfolio/petkit-say-hello-to-purobot-ultra	https://vantage.pictures/zh/投资组合/小佩-向普罗博特ultra问好
portfolioEntry	realme 13+ 5G – Unleash Your Gaming Potential	realme-13-5g-unleash-your-gaming-potential	realme-13-5g-释放你的游戏潜能	/portfolio/realme-13-5g-unleash-your-gaming-potential	/zh/投资组合/realme-13-5g-释放你的游戏潜能		https://vantage.pictures/portfolio/realme-13-5g-unleash-your-gaming-potential	https://vantage.pictures/zh/投资组合/realme-13-5g-释放你的游戏潜能
portfolioEntry	realme 15 Series 5G – Live Real in Every Shot	realme-15-series-5g-live-real-in-every-shot	realme-15-系列-5g-每一拍都真实生动	/portfolio/realme-15-series-5g-live-real-in-every-shot	/zh/投资组合/realme-15-系列-5g-每一拍都真实生动		https://vantage.pictures/portfolio/realme-15-series-5g-live-real-in-every-shot	https://vantage.pictures/zh/投资组合/realme-15-系列-5g-每一拍都真实生动
portfolioEntry	realme C75 – Everything Proof	realme-c75-everything-proof	真我-c75-全方位防护	/portfolio/realme-c75-everything-proof	/zh/投资组合/真我-c75-全方位防护		https://vantage.pictures/portfolio/realme-c75-everything-proof	https://vantage.pictures/zh/投资组合/真我-c75-全方位防护
portfolioEntry	realme C85 – Your Ultimate Outdoor Sidekick	realme-c85-your-ultimate-outdoor-sidekick	真我-c85-您的终极户外玩伴	/portfolio/realme-c85-your-ultimate-outdoor-sidekick	/zh/投资组合/真我-c85-您的终极户外玩伴		https://vantage.pictures/portfolio/realme-c85-your-ultimate-outdoor-sidekick	https://vantage.pictures/zh/投资组合/真我-c85-您的终极户外玩伴
portfolioEntry	realme – The Blessings of Ramadan	realme-the-blessings-of-ramadan	realme-开斋节的祝福	/portfolio/realme-the-blessings-of-ramadan	/zh/投资组合/realme-开斋节的祝福		https://vantage.pictures/portfolio/realme-the-blessings-of-ramadan	https://vantage.pictures/zh/投资组合/realme-开斋节的祝福
portfolioEntry	realme X7 – Fast & Powerful	realme-x7-fast-powerful	真我-x7-快速强大	/portfolio/realme-x7-fast-powerful	/zh/投资组合/真我-x7-快速强大		https://vantage.pictures/portfolio/realme-x7-fast-powerful	https://vantage.pictures/zh/投资组合/真我-x7-快速强大
portfolioEntry	Roborock H7	roborock-h7	石头h7系列	/portfolio/roborock-h7	/zh/投资组合/石头h7系列		https://vantage.pictures/portfolio/roborock-h7	https://vantage.pictures/zh/投资组合/石头h7系列
portfolioEntry	Roborock Qrevo-S – Essential Power, Ultimate Convenience	roborock-qrevo-s-essential-power-ultimate-convenience	roborock-qrevo-s-必备动力-极致便捷	/portfolio/roborock-qrevo-s-essential-power-ultimate-convenience	/zh/投资组合/roborock-qrevo-s-必备动力-极致便捷		https://vantage.pictures/portfolio/roborock-qrevo-s-essential-power-ultimate-convenience	https://vantage.pictures/zh/投资组合/roborock-qrevo-s-必备动力-极致便捷
portfolioEntry	Roborock S7 MaxV Ultra – Everything Made Easy	roborock-s7-maxv-ultra-everything-made-easy	石头-s7-maxv-ultra-一切尽在掌握	/portfolio/roborock-s7-maxv-ultra-everything-made-easy	/zh/投资组合/石头-s7-maxv-ultra-一切尽在掌握		https://vantage.pictures/portfolio/roborock-s7-maxv-ultra-everything-made-easy	https://vantage.pictures/zh/投资组合/石头-s7-maxv-ultra-一切尽在掌握
portfolioEntry	Roborock S8 Series	roborock-s8	石头-s8-系列	/portfolio/roborock-s8	/zh/投资组合/石头-s8-系列		https://vantage.pictures/portfolio/roborock-s8	https://vantage.pictures/zh/投资组合/石头-s8-系列
portfolioEntry	Samsung Galaxy S21	samsung-galaxy-s21	三星-galaxy-s21	/portfolio/samsung-galaxy-s21	/zh/投资组合/三星-galaxy-s21		https://vantage.pictures/portfolio/samsung-galaxy-s21	https://vantage.pictures/zh/投资组合/三星-galaxy-s21
portfolioEntry	Samsung Galaxy S8 – The Endless Beauty of Vietnam	samsung-galaxy-s8-endless-beauty-vietnam	三星-galaxy-s8	/portfolio/samsung-galaxy-s8-endless-beauty-vietnam	/zh/投资组合/三星-galaxy-s8		https://vantage.pictures/portfolio/samsung-galaxy-s8-endless-beauty-vietnam	https://vantage.pictures/zh/投资组合/三星-galaxy-s8
portfolioEntry	Samsung Vietnam – Galaxy S21 Ultra 5G – Cung đường đam mê	samsung-vietnam-galaxy-s21	三星-galaxy-s21-热门短片	/portfolio/samsung-vietnam-galaxy-s21	/zh/投资组合/三星-galaxy-s21-热门短片		https://vantage.pictures/portfolio/samsung-vietnam-galaxy-s21	https://vantage.pictures/zh/投资组合/三星-galaxy-s21-热门短片
portfolioEntry	Samsung x Discovery – Explore Life Refocused with the Galaxy S21	samsung-x-discovery	三星-x-discovery	/portfolio/samsung-x-discovery	/zh/投资组合/三星-x-discovery		https://vantage.pictures/portfolio/samsung-x-discovery	https://vantage.pictures/zh/投资组合/三星-x-discovery
portfolioEntry	Sensoro – The Story of Pema	sensoro-the-story-of-pema	sensoro-佩玛的故事	/portfolio/sensoro-the-story-of-pema	/zh/投资组合/sensoro-佩玛的故事		https://vantage.pictures/portfolio/sensoro-the-story-of-pema	https://vantage.pictures/zh/投资组合/sensoro-佩玛的故事
portfolioEntry	Snapmaker – Make Something Wonderful	snapmaker-make-something-wonderful	snapmaker-创造奇迹	/portfolio/snapmaker-make-something-wonderful	/zh/投资组合/snapmaker-创造奇迹		https://vantage.pictures/portfolio/snapmaker-make-something-wonderful	https://vantage.pictures/zh/投资组合/snapmaker-创造奇迹
portfolioEntry	Taiwan Excellence 2022	taiwan-excellence-2022	台湾精品-2022	/portfolio/taiwan-excellence-2022	/zh/投资组合/台湾精品-2022		https://vantage.pictures/portfolio/taiwan-excellence-2022	https://vantage.pictures/zh/投资组合/台湾精品-2022
portfolioEntry	Techcombank Inspire x Thùy Tiên – Hành Trình Rực Rỡ Cùng Thế Hệ Why Not	techcombank-inspire-why-not	techcombank-inspire	/portfolio/techcombank-inspire-why-not	/zh/投资组合/techcombank-inspire		https://vantage.pictures/portfolio/techcombank-inspire-why-not	https://vantage.pictures/zh/投资组合/techcombank-inspire
portfolioEntry	Techombank Mobile	techombank-mobile	techcombank-手机银行	/portfolio/techombank-mobile	/zh/投资组合/techcombank-手机银行		https://vantage.pictures/portfolio/techombank-mobile	https://vantage.pictures/zh/投资组合/techcombank-手机银行
portfolioEntry	Tello – Iron Man Edition Assembled	tello-iron-man	tello-钢铁侠限量版-组装完成	/portfolio/tello-iron-man	/zh/投资组合/tello-钢铁侠限量版-组装完成		https://vantage.pictures/portfolio/tello-iron-man	https://vantage.pictures/zh/投资组合/tello-钢铁侠限量版-组装完成
portfolioEntry	Toyota Camry 2022 – Absolute Charisma	toyota-camry-2022-absolute-charisma	丰田凯美瑞-2022	/portfolio/toyota-camry-2022-absolute-charisma	/zh/投资组合/丰田凯美瑞-2022		https://vantage.pictures/portfolio/toyota-camry-2022-absolute-charisma	https://vantage.pictures/zh/投资组合/丰田凯美瑞-2022
portfolioEntry	TPBank App	tpbank-chatpay	tpbank-应用程序	/portfolio/tpbank-chatpay	/zh/投资组合/tpbank-应用程序		https://vantage.pictures/portfolio/tpbank-chatpay	https://vantage.pictures/zh/投资组合/tpbank-应用程序
portfolioEntry	Ulike Air 10	ulike-air-10	ulike-air-10	/portfolio/ulike-air-10	/zh/投资组合/ulike-air-10		https://vantage.pictures/portfolio/ulike-air-10	https://vantage.pictures/zh/投资组合/ulike-air-10
portfolioEntry	P/S Vietnam – Smiles Matter	unilever-smiles-matter	联合利华-微笑很重要	/portfolio/unilever-smiles-matter	/zh/投资组合/联合利华-微笑很重要		https://vantage.pictures/portfolio/unilever-smiles-matter	https://vantage.pictures/zh/投资组合/联合利华-微笑很重要
portfolioEntry	Valerion VisionMaster Max - Hollywood-Grade Home Cinema Experience	valerion-visionmaster-max-hollywood-grade-home-cinema-experience	valerion-visionmaster-max-好莱坞级家庭影院体验	/portfolio/valerion-visionmaster-max-hollywood-grade-home-cinema-experience	/zh/投资组合/valerion-visionmaster-max-好莱坞级家庭影院体验		https://vantage.pictures/portfolio/valerion-visionmaster-max-hollywood-grade-home-cinema-experience	https://vantage.pictures/zh/投资组合/valerion-visionmaster-max-好莱坞级家庭影院体验
portfolioEntry	Vinamilk Probi - Êm Ruột Nuột Đời	vinamilk-probi-e%cc%82m-ruo%cc%a3%cc%82t-nuo%cc%a3%cc%82t-do%cc%9bi	vinamilk-probi	/portfolio/vinamilk-probi-e%cc%82m-ruo%cc%a3%cc%82t-nuo%cc%a3%cc%82t-do%cc%9bi	/zh/投资组合/vinamilk-probi		https://vantage.pictures/portfolio/vinamilk-probi-e%cc%82m-ruo%cc%a3%cc%82t-nuo%cc%a3%cc%82t-do%cc%9bi	https://vantage.pictures/zh/投资组合/vinamilk-probi
portfolioEntry	Westin Hotels & Resorts – Busy Resting	westin-hotels-resorts-busy-resting	威斯汀酒店及度假村-繁忙休憩	/portfolio/westin-hotels-resorts-busy-resting	/zh/投资组合/威斯汀酒店及度假村-繁忙休憩		https://vantage.pictures/portfolio/westin-hotels-resorts-busy-resting	https://vantage.pictures/zh/投资组合/威斯汀酒店及度假村-繁忙休憩
portfolioEntry	XGIMI Horizon Pro – Fill Your Horizon with Greatness	xgimi-horizon-pro	xgimi-horizon-pro-让您的视野充满伟岸	/portfolio/xgimi-horizon-pro	/zh/投资组合/xgimi-horizon-pro-让您的视野充满伟岸		https://vantage.pictures/portfolio/xgimi-horizon-pro	https://vantage.pictures/zh/投资组合/xgimi-horizon-pro-让您的视野充满伟岸
portfolioEntry	Zhiyun – Introducing Crane 2S	zhiyun-introducing-crane-2s	智云-推出云鹤-2s	/portfolio/zhiyun-introducing-crane-2s	/zh/投资组合/智云-推出云鹤-2s		https://vantage.pictures/portfolio/zhiyun-introducing-crane-2s	https://vantage.pictures/zh/投资组合/智云-推出云鹤-2s
portfolioEntry	Zhiyun – Introducing Crane 3S	zhiyun-introducing-crane-3s	智云-crane-3s-震撼发布	/portfolio/zhiyun-introducing-crane-3s	/zh/投资组合/智云-crane-3s-震撼发布		https://vantage.pictures/portfolio/zhiyun-introducing-crane-3s	https://vantage.pictures/zh/投资组合/智云-crane-3s-震撼发布
portfolioEntry	Zhiyun – Say Hello to Crane M2	zhiyun-say-hello-to-crane-m2	智云-欢迎来到crane-m2	/portfolio/zhiyun-say-hello-to-crane-m2	/zh/投资组合/智云-欢迎来到crane-m2		https://vantage.pictures/portfolio/zhiyun-say-hello-to-crane-m2	https://vantage.pictures/zh/投资组合/智云-欢迎来到crane-m2
portfolioEntry	Zhiyun Smooth 5 – Film Like a Pro	zhiyun-smooth-5-film-like-a-pro	智云smooth-5-专业电影拍摄	/portfolio/zhiyun-smooth-5-film-like-a-pro	/zh/投资组合/智云smooth-5-专业电影拍摄		https://vantage.pictures/portfolio/zhiyun-smooth-5-film-like-a-pro	https://vantage.pictures/zh/投资组合/智云smooth-5-专业电影拍摄
portfolioEntry	Zhiyun Smooth Q3 – Illuminate to Create	zhiyun-smooth-q3	智云smooth-q3-照亮创作	/portfolio/zhiyun-smooth-q3	/zh/投资组合/智云smooth-q3-照亮创作		https://vantage.pictures/portfolio/zhiyun-smooth-q3	https://vantage.pictures/zh/投资组合/智云smooth-q3-照亮创作
portfolioEntry	Zhiyun WEEBILL 3S & CRANE-M 3S – Portable Visual Storytelling 2.0	zhiyun-weebill-3s-crane-3s	智云-weebill-3s-amp-crane-m-3s-便携式视觉叙事-2.0	/portfolio/zhiyun-weebill-3s-crane-3s	/zh/投资组合/智云-weebill-3s-amp-crane-m-3s-便携式视觉叙事-2.0		https://vantage.pictures/portfolio/zhiyun-weebill-3s-crane-3s	https://vantage.pictures/zh/投资组合/智云-weebill-3s-amp-crane-m-3s-便携式视觉叙事-2.0
blogPost	A talking dog, AI, and everyday chaos: behind Govee’s new campaign via Vantage Pictures	a-talking-dog-ai-and-everyday-chaos-behind-govees-new-campaign-via-vantage-pictures	vantage-pictures-发布的-govee-新宣传活动：会说话的狗狗-ai-和日常混	/a-talking-dog-ai-and-everyday-chaos-behind-govees-new-campaign-via-vantage-pictures	/zh/vantage-pictures-发布的-govee-新宣传活动：会说话的狗狗-ai-和日常混		https://vantage.pictures/a-talking-dog-ai-and-everyday-chaos-behind-govees-new-campaign-via-vantage-pictures	https://vantage.pictures/zh/vantage-pictures-发布的-govee-新宣传活动：会说话的狗狗-ai-和日常混
blogPost	ASUS Business Lets You 'Upgrade to Incredible' in Campaign from Byron McKenzie	asus-business-lets-you-upgrade-to-incredible-in-campaign-from-byron-mckenzie	asus-business-在-byron-mckenzie-指导的广告中邀您-升级至非凡	/asus-business-lets-you-upgrade-to-incredible-in-campaign-from-byron-mckenzie	/zh/asus-business-在-byron-mckenzie-指导的广告中邀您-升级至非凡		https://vantage.pictures/asus-business-lets-you-upgrade-to-incredible-in-campaign-from-byron-mckenzie	https://vantage.pictures/zh/asus-business-在-byron-mckenzie-指导的广告中邀您-升级至非凡
blogPost	Bitget and Vantage Pictures launch campaign starring World Cup Champion Julián Álvarez	bitget-and-vantage-pictures-launch-campaign-starring-world-cup-champion-julian-alvarez	bitget-与-vantage-pictures-联合推出由世界杯冠军朱利安-阿尔瓦雷斯	/bitget-and-vantage-pictures-launch-campaign-starring-world-cup-champion-julian-alvarez	/zh/bitget-与-vantage-pictures-联合推出由世界杯冠军朱利安-阿尔瓦雷斯		https://vantage.pictures/bitget-and-vantage-pictures-launch-campaign-starring-world-cup-champion-julian-alvarez	https://vantage.pictures/zh/bitget-与-vantage-pictures-联合推出由世界杯冠军朱利安-阿尔瓦雷斯
blogPost	Bitget and Vantage Pictures Team Up to Inject Humour into Crypto Trading	bitget-and-vantage-pictures-team-up-to-inject-humour-into-crypto-trading	bitget-携手-vantage-pictures-为加密交易注入幽默元素	/bitget-and-vantage-pictures-team-up-to-inject-humour-into-crypto-trading	/zh/bitget-携手-vantage-pictures-为加密交易注入幽默元素		https://vantage.pictures/bitget-and-vantage-pictures-team-up-to-inject-humour-into-crypto-trading	https://vantage.pictures/zh/bitget-携手-vantage-pictures-为加密交易注入幽默元素
blogPost	Bitget’s Humorous Human Moments Shake Up Crypto Trading	bitgets-humorous-human-moments-shake-up-crypto-trading	bitget-以幽默人性化瞬间颠覆加密交易	/bitgets-humorous-human-moments-shake-up-crypto-trading	/zh/bitget-以幽默人性化瞬间颠覆加密交易		https://vantage.pictures/bitgets-humorous-human-moments-shake-up-crypto-trading	https://vantage.pictures/zh/bitget-以幽默人性化瞬间颠覆加密交易
blogPost	Confidence in every frame: Ulike taps Vantage Pictures for humorous beauty campaign	confidence-in-every-frame-ulike-taps-vantage-pictures-for-humorous-beauty-campaign	每一帧都充满自信：ulike-借助-vantage-pictures-开展幽默美容宣传活动	/confidence-in-every-frame-ulike-taps-vantage-pictures-for-humorous-beauty-campaign	/zh/每一帧都充满自信：ulike-借助-vantage-pictures-开展幽默美容宣传活动		https://vantage.pictures/confidence-in-every-frame-ulike-taps-vantage-pictures-for-humorous-beauty-campaign	https://vantage.pictures/zh/每一帧都充满自信：ulike-借助-vantage-pictures-开展幽默美容宣传活动
blogPost	Director’s Brief: 12 Questions with Alexis Odiowei at Vantage Pictures	directors-brief-12-questions-with-alexis-odiowei-at-vantage-pictures	导演简介：12-个问题问-vantage-pictures-的-alexis-odiowei	/directors-brief-12-questions-with-alexis-odiowei-at-vantage-pictures	/zh/导演简介：12-个问题问-vantage-pictures-的-alexis-odiowei		https://vantage.pictures/directors-brief-12-questions-with-alexis-odiowei-at-vantage-pictures	https://vantage.pictures/zh/导演简介：12-个问题问-vantage-pictures-的-alexis-odiowei
blogPost	Director’s Brief: 12 Questions with Zacharia Lorenz at Vantage Pictures	directors-brief-12-questions-with-zacharia-lorenz-at-vantage-pictures	董事会简报：vantagepictures的zacharia-lorenz的12个问题	/directors-brief-12-questions-with-zacharia-lorenz-at-vantage-pictures	/zh/董事会简报：vantagepictures的zacharia-lorenz的12个问题		https://vantage.pictures/directors-brief-12-questions-with-zacharia-lorenz-at-vantage-pictures	https://vantage.pictures/zh/董事会简报：vantagepictures的zacharia-lorenz的12个问题
blogPost	Govee’s haunted light show: Vantage Pictures turns Vietnam suburb into a horror film set	govees-haunted-light-show-vantage-pictures-turns-vietnam-suburb-into-a-horror-film-set	govees-闹鬼灯光秀的有利图片将越南郊区变成恐怖电影	/govees-haunted-light-show-vantage-pictures-turns-vietnam-suburb-into-a-horror-film-set	/zh/govees-闹鬼灯光秀的有利图片将越南郊区变成恐怖电影		https://vantage.pictures/govees-haunted-light-show-vantage-pictures-turns-vietnam-suburb-into-a-horror-film-set	https://vantage.pictures/zh/govees-闹鬼灯光秀的有利图片将越南郊区变成恐怖电影
blogPost	How We Produced One of the Most Successful Crowdfunding Campaigns in History	how-we-produced-one-of-the-most-successful-crowdfunding-campaigns-in-history	我们如何打造史上最成功的众筹项目之一	/how-we-produced-one-of-the-most-successful-crowdfunding-campaigns-in-history	/zh/我们如何打造史上最成功的众筹项目之一		https://vantage.pictures/how-we-produced-one-of-the-most-successful-crowdfunding-campaigns-in-history	https://vantage.pictures/zh/我们如何打造史上最成功的众筹项目之一
